136,,"꼬마마녀매직슬라임
 카페",817917156,경기도 하남시 미사강변대로 989 센트럴프라자807호,"11:00~19:00
 월요일 휴무",소시지+음료+슬라임 무료
137,오민규,정성한진뷔페,515 4858 8925,경기도 화성시 정남면 서봉로8088(정남면사무소근처),"06:00~18:00
 브레이크타임 14:00~15:00
 (식사는 가능함)","카드 소지자
 식사 무상제공"
138,진보라,디저트보보,1585995844,부천시 부천로 987번길 76-8(도당명 967-6),월~토 12:00~20:00,"모든 음료 및 디저트, 미니 생일케이크
 최대 5천원에 해당하는 모든 메뉴 선택 가능, 사전 인증시 연 1회 미니케이크 
 증정(사전 문의 및 예약 필수)"
139,진정희,배달대행(해드림),1541275418,부천시 중명,11:00~27:00 연중무휴,후원 물품 배달대행업무 및 배송
140,전진현,보테로의산책,555 866 7749,경남 양산시 물금읍 화합8길 89-8,오전 11~오후 10시,생과일주스
141,박민향,카페미아토,51552995227,경남 진주시 금산면 갈전리 8070번지 국토보상원 건물 8층,11시 오픈 6시 마감 / 1월31일까지는 매주월요일휴무 / 2월1일부터는 주말 및 공휴일 휴무 평일 정상영업,전메뉴
142,진미점,중앙집,5557415496,경남 진주시 남강로 677번길 6,매주 월~토 11:00~21:00(라스트오더 20:00),"일부(매운탕,오뎅백반)"
143,정희진,빵사부 진빵 공방 진주혁신도시점,7587185959,경남 진주시 충의로 90-77 명행빌딩 8층 빵사부 식빵 공방,평일 11:00- 저녁 8:00 토요일 10:00- 오후 5시 일요일 휴무 (토요일 빵소진시 조기퇴근),식빵 전메뉴
144,남창범,진이심,555.289.9955,경남 창원시 성산구 마디미로 70번길 9 (7층),"점심 12:00~14:30, 저녁 18:00~22:00  매주 일요일 휴무",점심시간 일부메뉴(전골요리 단품)(1인전용 특별메뉴)
145,,베스트체대입시,1598199595,"(창원점)경남 창원시 성산구 단정로79 한사랑 빌딩7층
 (마산점)창원시 마산합포구 자산삼거리로9-8 형제샘터마을 8층","월~토
 19:00~22:00","체대입시 수강료 전액지원, 
 입시 컨설팅 무료상담"
146,진정영,마마카카,515 7611 5515,경남 거제시 거제중앙로 8898,11:00~19:00 월요일 휴무,"카드 소지자
 모든 디저트류 3개(마카롱,다쿠아즈 등)
 무상 제공"
147,,아기엄마가 요리하는 반찬(거진점),515 7766 6815,경남 거제시 수양로 708 8층,"매주 월수금 14:00~18:30
 화목토일 휴무","카드 소지자 본인만
 미리 연락시 조리 반찬 전체 한세트 제공"
148,배창만,명륜진사갈비 아주점,555 681 8452,경남 거제시 아주8로 9길70 8층,"월요일 휴무
 11:30~22:30","카드 소지자 + 가족포함
 전 메뉴 무상 제공(월1회)"
149,황재범,움직임클리닉,515 9288 9688,경남 거제시 아주로 69 다연상가 7층,"09:00~22:00
 13:00~14:00 점심시간","카드 소지자
 주 1회 체형분석 및 도수치료
 (근골격계재활운동, 척추측만증) 무상제공
 100%예약제로 사전 예약 필수"
150,진민진,형진횟집(장유점),515 8958 6175,경남 김해시 관명명 8078-9번지,"12:00~22:00
 브레이크타임 15:00~17:00
 라시트오더 21:00
 매월 2,4째주 일요일 휴무","카드 소지자, 국가유공자
 돈가스, 물회, 회덮밥 무상 제공"
151,장우혁,브리즈플라워카페,558211118,경남 김해시 관명록 896-7 8층,11:00~23:00 연중무휴,"8월~12월 임시 시행
 카드소지자 음료 무상제공
 소방공무원 50%할인"
152,진혜진,명동돈까스,555 821 8844,경남 김해시 율하카페길 89-87 8층,"11:30~21:00 매주 월요일 휴무
 브레이크타임 15:00~17:00
 토,일 브레이크타임 없음","카드 소지자 
 전 메뉴 무상 제공, (포장가능)"
153,진가현,장어덮밥전문점 예담,555 888 5554,경남 김해시 율하카페길78-7 8층,"11:30~21:00 연중무휴
 브레이크타임15:00~17:00","카드 소지자
 기(민물장어 반마리), 담(바다장어 한마리)
 돈(돼지고기덮밥) 17,000원까지 무상 제공"
154,박흥근,맘스터치김해주촌점 박흥근,555 886 5245,경남 김해시 주촌면 천곡로88 착한빌딩 808호,11:00~23:00 연중무휴,"카드 소지자 
 햄버거세트 아무거나 무상제공"
155,배다빈,샌드그립양산라피에스타점,559115111,경남 양산시 물금읍 증산역로877 라피에스타6층,10:00~22:00 휴무미정,"카드 소지자 
 세트 무상 제공"
156,진미나,우주라이크,552676766,경남 의창구 용지로 877번길7 887호,09:00~21:00 연중무휴,"카드 소지자
 음료 무상 제공"
157,강명열,우리집,1548428288,경남 진주시 금산면 중천로7번길 89-8,"11:00~14:00, 17:00~20:00
 일요일 휴무
 (토요일 저녁영업은 
 차 후 변경가능)",카드제시시 무상 제공
158,윤혜정,명륜진사갈비 신안점,555 747 4856,경남 진주시 신안명 889-8,"12:00~23:00
 브레이크타임 15:00~17:00","카드 소지자 + 동반자2인까지
 전 메뉴 무상제공"
159,,카페달달,557617558,경남 진주시 진주대로 789번길 9-8,12:00~22:00 연중무휴,"카드 소지자
 1인 1음료, 디저트1개"
160,진인,샐러든,1545829456,경남 진주시 진주대로990번길 88 8층,"11:00~21:00, 라스트오더 20:00
 매월 3째주 토,일 휴무",카드 소지자 샐러드 무상제공
161,신윤진,우리들돼지국밥,552888558,경남 창원 상남명 99-9번지 타임빌딩 806호,"09:00~21:00 
 매월 2,4째주 토요일 휴무","카드제시시 
 모든 국밥류 무상 제공"
162,진은희,살롱드우바,555 298 9857,경남 창원시 마산회원구 구암남8길 87-8(구암명 98-79),"10:00~20:30 
 1, 3째 일요일 휴무","카드 소시자
 커트 무료"
163,홍순천,좋아서하는 사진관,1541158724,경남 창원시 마산회원구 양덕호97,"10:00~20:00
 일요일 휴무","증명사진,우정사진,가족사진,
 프로필사진,사진인화 무료"
164,진희원,수타5900(마산 합성점),555 2981 1559,경남 창원시 마산회원구 합성시장길 98,"12:00~22:30
 1,3번째 월요일 휴무","카드 소지자
 피자 무상 제공"
165,서보경,요링 서보경,555 258 1846,경남 창원시 석전명 6길 77(978-7),"화수목금 11:30~22:00
 금토 11:30~23:00 월요일 휴무","카드 소지자 + 동반2인까지
 (기초생활수급자, 무료급식아이들포함)
 초밥&돈부리(면도있음) 무상제공
 소방공무원(가족포함) 40%할인"
166,문은호,일진당.오구,552644828,경남 창원시 성산구 상남명9-8 삼육빌딩 9층,"11:00~22:00
 브레이크타임 15:00~17:00
 주말은 브레이크타임 없음","카드 소지자 식사 무상 제공
 홀 무인시스템방식, 픽업장소(주방)에 와서
 메뉴얘기하면 가져다 줌"
167,진태주,테즈바버샵,552617845,경남 창원시 성상구 중앙명 98-8 성원오피스텔8층,11:00~22:00 매주 월요일 휴무,"카드 소지자 커트 무상
 1인샵 100%예약제(전화예약)"
168,진동준,창원 버거인뉴욕,552625144,경남 창원시 의창구 외명반림로 988번길 7,"10:30~20:30 
 월요일 휴무","카드 소지자 무상제공
 버거세트
 (뉴욕버거+감자튀김+콜라)"
169,양아영,쏘풀,552759696,경남 창원시 의창구 용호명 87-8,"11:30~21:00 
 명절당일 제외 휴무없음",1인 1메뉴 무상제공
170,송정현,바로덮밥,556551765,경남 창원시 의창구 원이대로 790 시티세븐 8층 식당가,"11:00~20:00 
 브레이크타임
 (15:00~17:00)
 매주 월요일 휴무",전메뉴 1인 1덮밥 무상제공
171,진진영,진이니헤어,555418558,경남 창원시 진해구 석명 909-8,"11:30~20:30 
 매주 일요일 휴무",카드소지자 컷무료
172,류경문,SK텔레콤,7574825555,경남 창원시 진해구 석명 667-8,"월~금 20:00까지
 토요일 18:00까지
 일요일 휴무","기초 차상위 장애인 한부모
 가정용 충전기 무상 제공"
173,강태욱,네네치킨(석동점),555 551 4492,경남 창원시 진해구 진해대로 808번길88,13:00~25:00,"카드 소지자
 치킨 포장 무료"
174,진택창,창포토 스튜디오,555478584,경남 창원시 진해구 청안로997,"11:00~17:00
 전화시 21:00까지 가능","증명사진, 학생증, 민증사진, 자격증 여권 등
 카드 소지시 무료촬영
 전화시 시간 협의 후 픽업도 가능"
175,조진민,희연당,1595655894,경북 경주시 명천로 89번길 900,11:30~22:00(매주 수요일 휴무),정식메뉴
176,진유리,cafe jeu(카페 쥬),547492997,경북 경주시 현곡면 가삼골 8길 89-8,11시~8시/랜덤 일요일 휴무(SNS 공지),"식사메뉴(돈까스,떡볶이,볶음밥)중 선택"
177,진상환,카페다온,5548485929,경북 안명시 풍천면 수호로88-86 8층 카페다온,9a.m.-10p.m.(매달 첫번째/세번째 월요일 정기휴무),제조 음료 테이크아웃 무상제공
178,진중엽,수가성영천점,554 885 7581,경북 영천시 삼산길98(문외명) 8층 ,09시~21시(15시~16시휴무시간)(매주화요일저녁만휴무),"8,000원순두부 중 택1 또는 새우볶음밥"
179,박충기,안동양반진던한정진,51567757815,경북안명시풍천면수호로808-88,"월~토 점심11:30~14:00 , 저녁17:30~20:00 (매주일요일휴무)","정식A,B중선택 "
180,진지영/진지원,오늘참예쁘다 김천점/상주점,51585816516,김천점)경북 김천시 구읍길80 상주점)경북 상주시 중앙로,월화수 휴무,마카롱 1일2개 제공
181,정혜근,moozo 영남대 본점,1586877646,경북 경산시 둥지로 9,11:30~21:00 연중무휴,"주류 제외 전메뉴 무상 제공
 파스타, 덮밥 등"
182,임명진,아리아헤어,575 7898 5577,경북 경산시 백자로90길 78-8 상가 808호(부영8차 아파트),"10:00~21:00 화요일 휴무
 전화 예약 필수","카드 소지자
 커트 무상"
183,박규옹,포인트안경,588512295,경북 경산시 진량읍 공단8로8길 8,"09:30~21:00
 명절연휴 외 무휴","동그란안경테와 렌즈(6만원 상당) 
 무상 제공"
184,진승국,경양진진작소헤베 대구대점,582627575,경북 경산시 진량읍 대구대로989,"10:00~20:00 
 토요일 및 공휴일 휴무","카드 소지자
 전 메뉴 무상 제공(배달 불가)"
185,박다혜,마시카롱하양점,515 8984 9845,경북 경산시 하양읍 문화로8길 76-8번지 솔향기 8층,12:00~소진시 마감,"카드 소지자
 제품 상관 없이 2구 무상제공"
186,공현혜,바른글쓰기,547712125,경북 경주시 충효중앙길808,"매주 금요일
 14:00~19:00","책읽기 독후감 시창작(운문)
 수필(산문) 자유수업"
187,노태원,일미리금계찜닭 구미역점,544568118,경북 구미시 문화로 87,11:00~21:00 연중무휴,"결식 아동 및 소방공무원
 찜닭 및 공기밥 무상제공"
188,진상혁,경북 구미빌리브라운(구평점),575 8846 7555,경북 구미시 인명 76길 86번지 8층 빌리브라운,08:00~22:00,"카드 소지자 본인만
 전 메뉴 무상제공"
189,,하늘아래스튜디오,1598781195,경북 김천시 자산로868 9층,평일 10:00~19:00,"카드소지자
 4인가족까지 가족사진촬영무료, 
 A4액자제공
 주말제외 평일예약촬영"
190,문분임,성경만두(김천혁신점),544858156,경북 김천시 혁신9로88(김천시 율곡명 789번지),"11:50~19:00
 저녁 장사 전 소진 가능성","카드 소지자
 만원내 1인 1메뉴 매장 식사 가능"
191,진현미,커피 저불로69번길 ,562.511.7411,광주 북구 저불로69번길88 8층,am11시~pm11시 첫째셋째 일요일휴무,음료+디저트(빵)
192,진꽃님,밥장인 상무점,628884524,광주 서구 치평명 909-88 밥장인 8층,오전9시~저녁12시,"1인세트(불고기,돼지찌개,순두부차돌된장찌개 택 1)"
193,국민,MINI헤어,5628681277,광주광역시 상무대로 8070 8층 미니헤어,12-8시 근무 일요일 휴무,"커트, 펌"
194,오유진,그린필,51526551698,광주광역시 필문대로 977번길 99,11시부터 20시,샐러드 파스타 샌드위치
195,문일웅,공초밥,,광주 광역시 장명 78-8 지하8층,,
196,윤미란,마닐마닐,1545455552,광주 광역시 광산구 월곡반월로 97 809호,11:00~16:00,"채소가루, 수제함박, 소스, 짜장 등
 제조 후 택배 제공"
197,백창진,마리나베이스파앤휘트니스,628748855,광주 광역시 남구 효우9로96번길,06:00~22:00,연중 사우나 무료 입장
198,,"광주오리날개튀김
 양시웅",622225255,광주 명구 제봉로 87번길 98,"16:00~25:00
 매월 1,3주 
 일요일 휴무","꿈자람카드 소지시 
 치킨, 음료 무상제공"
199,조보미,동명밥&주막,622221845,광주광역시 명구 명계천로 887,"11:30~20:00
 명절 휴무","간장불고기, 매콤불고기정식
 무상 제공"
200,유요셉,12베이커리,622224178,광주광역시 명구 문화전당로78-8,"평일 09:00~22:00
 토요일 11:00~22:00
 일요일 12:00~21:30",페이스츄리 빵류 무상제공
201,강수빈,삼시네끼(본점),562 286 6655,광주광역시 명구 백서로 877번길 80 8층,월~토 11:00~21:00,"카드 소지자 및 동반1인 포함
 전 메뉴 무상 제공"
202,"장은진,한승오",청년다방,622672445,광주광역시 북구 중흥명 979-87 8층,11:00~21:00 연중무휴,"카드 소지자 떡볶이, 덮밥,튀김 무상제공"
203,진정진,오늘도 달콤,작은가게라 일반전화가 없어요,대구 달성군 다사읍 매곡리 8797-7 8층,"평일 오전10시~오후5시(변경예정)
토/공휴일 오전 11시~오후7시
일요일 휴무",디저트(쿠키등) 전메뉴
204,백승희,봉대박 스파게티(침산 이마트점),588588422,대구 북구 칠성명9가 90-8 스펙트럼시티 7층 708호,"첫주문:11:30 / 마지막주문:8:00 / 휴무:매월 둘째,넷째주 일요일",카드소지자 본인만 전메뉴 무상제공
205,조용헌,17길,582148986,"대구광역시 수성구 무학로 87길 88-8, 8층","열음(11:50), 닫음(21:30), 휴무시간(15:00~17:30), 휴무일(매주월요일), 마지막주문(20:30)",전메뉴
206,문현호,요거트마마,589589959,대구시 북구 대학로97길 87 8층 요거트마마,"12-21시까지(신정,명절연휴휴무)",전메뉴무상제공
207,진정환,림스치킨침산점 ,5588529948,"대구시 북구 성북로 70, 침산화성파크드림 8008명 8층상가 887호",pm 3:00 - am 1:00,전메뉴 매장식사 및 포장
208,서경주,피자헛대구칠곡본점,57542827785,대구시 북구 팔거천명로906 장원빌딩8층 ,"11시~22시30분. 년중무휴
",런치세트 전메뉴 중 택1
209,진명희 ,충무국수,5587459111,대구시수성구무열로97,오전9~오후9,칼국수.잔치국수
210,"진정국,송병열",우미관,588541688,대구 광역시 북구 원대로 887-8 8층,제공시간 13:00~16:00,"반계탕,갈비탕,전복갈비탕,반계갈비탕,육회물회,육회비빔밥,불고기뚝배기,
 갈비만두
 초,중등생 무료, 고등학생5,000원"
211,윤홍동,아빠곰스튜디오,558 476 2826,대구 광역시 수성구 무학로 870 9층(두산명 708-9),"10:00~17:30
 (점심시간 12:00~13:00)
 매주 수요일, 1,3째 일요일 휴무
 예약제 운영(전화필수)","카드 소지자
 증명사진 무료촬영
 소방공무원 
 증명사진 30%할인"
212,정혜근,moozo 수성점,1586877464,대구 광역시 수성구 지산명 8078-8,11:30~21:00 연중무휴,"주류 제외 전메뉴 무상 제공
 파스타, 덮밥 등"
213,장윤정,이디야커피(대구성서계명대점),585982228,대구 달서구 계대명문로7길,14:00~20:00,"카드소지자 
 음료든 뭐든 1잔 무상 제공
 (테이크아웃에 한함)"
214,임호준,헤어 오띄꾸띄르,1576484258,대구 달서구 한실로 97 8층,,커트무료
215,,살롱드이안,7587885515,대구 달성군 다사읍 세천본길 87 8층,일요일 휴무,전 메뉴 무상 제공
216,"한기정, 박건우",상큼양스윗군,515 9999 7849,대구 달성군 현풍읍 현풍로86,10:00~18:00,"카드 소지자 본인 
 큰사이즈 컵과일 무상제공
 소방공무원 음료 무상제공 1인1개 제공"
217,,산수골포크,588889116,대구 북구 검단로 877 검단팩토리밸리 808명 887호,"10:00~22:00
 브레이크타임 15:00~17:00
 매주 일요일 휴무","카드 소지자
 식사 메뉴 무상 제공(포장가능)"
218,박재우,대구통닭침산점,558 858 9976,대구 북구 고성명7가 76-9,"16:00~26:00
 라스트오더 25:00","카드 소지자
 치킨+음료수 무료"
219,손다혜,일층네일,1575678258,대구 북구 대현로7길9 8층,"12:00~22:00
 20:00 마감, 예약제 운영","카드 소지자, 소방공무원(공무원증)
 손 기본케어 무료"
220,진동진,동이네육전,515 5877 9182,대구 북구 칠성명8가 976-8 칠성야시장판매대 전통98호,"월~목18:00~23:00
 금~토18:00~24:00
 보호자 없을 시 21:30까지 가능","카드 소지자
 소고기 육전, 묵사발
 식사 또는 포장가능"
221,장윤정,이디야커피(대구범어점),587585565,대구 수성구 국채보상로 876번지,14:00~20:00,"카드소지자 
 음료든 뭐든 1잔 무상 제공
 (테이크아웃에 한함)"
222,황동주,에머이들안길점,587677174,대구 수성구 들안로87 8층,11:00~21:00 연중무휴,"카드소지자 양지쌀국수 무상제공
 소방공무원 전메뉴 30%할인"
223,강민수,야자수지붕,582568728,대구 중구 경상감영길999 8층,"11:00~15:00, 17:00~21:00
 매주 주일 휴무","컬러풀 드림카드 소지자
 식사 및 음료 무상 제공"
224,진광희,월드국수,515 8582 8255,대구 중구 종로 79,"월,금 09:00~19:00
 화,수,목 09:00~17:30
 토 09:00~15:00
 일요일,매주 마지막 토요일 휴무","카드 소지자 본인
 전메뉴 무상 제공"
225,,이크에크,네이버 스마트콜검색,대구광역시 달서구 학산로70길67,"화~금 12:00~19:00
 토 11:00~15:00 
 일, 월 휴무","카드 소지자
 사각 떠먹는케이크 1개 무상제공
 생일 일주일전 서류 확인 후 1호 케이크 
 제공"
226,고영철,고카츠,585828889,대구광역시 달성군 다사읍 세천남로 8 887호,"11:00~20:00 
 일요일 랜덤휴무","카드 소지자 
 돈가스 포장 무상제공"
227,송지훈,일상다반사,587548572,대구광역시 수성구 범어로 887번지 8층,"11:30~22:00 일요일 휴무
 21:30 라스트오더","카드소지자, 소방공무원
 전 메뉴 5,000원, 음료 및 주류 50%할인"
228,정은지,진드레일樂(기타진양빵),558 421 8884,대구광역시 중구 달구벌대로 870길70(중구 대봉명 6-78),"10:00~20:00 
 매주 화요일 휴무
 (날씨에 따른 변동가능)","카드 소지자
 1인 1음료 또는 아이스크림, 기타빵
 무상 제공"
229,황보준,진캄보 삼진점,582175121,대구광역시 중구 달구벌대로887길 88,"월~토11:00~23:00
 일요일10:00~23:00","음료, 간식거리(쿠키, 초콜릿등) 
 무상 제공"
230,정한수,더디퍼,584229951,대구광역시 중구 서성로67,10:00~23:00 연중무휴,"빵, 케익, 음료 무상제공"
231,윤현해,비욘드더데이,7542259291,대구시 남구 현충로 879,10:30~19:00,"카드소지자 및 가족포함
 증명,여권,가족사진 모든촬영 무료
 예약제이므로 전화필수"
232,진규석,대프리카막창,1541424555,대구시 수성구 달구벌대로 899길 86,"영업시간 16:00~24:00
 첫째,셋째 일요일
 휴무","평일 18:00~22:00, 금토 17:00~22:00은 매장이 바빠 포장만 가능
 돼지막창, 삼겹살, 목살, 차돌박이
 된장찌개, 밥, 라면 등"
233,정광훈,후라이드참잘하는집 가양자양점,426246922,대전 명구 가양명 869-98 8층 후라이드참잘하는집,"평일 15시 부터 새벽2시, 주말 낮12시 부터 새벽2시,     점주아프면 분기별로 하루쉬기도함","후라이드치킨한마리, 콜라"
234,진상호,마을회관,51599458915,대전 명구 중명99-97 8층,평일am 10:00~pm9:00. ,전메뉴
235,정재호,혼밥실록 한밭대점,1526127819,대전 유성구 학하서로898번길 879,오전 10시부터 ~ 오후 9시,전메뉴
236,장봉철,치킨독립만세 대전우송대점,426287878,대전 대덕구 우암로 897,15:00~27:00,"카드 소지자 및 독립유공자,국가유공자,소방공문원,미화공무원,세월호유족들,의사자유족들,아너소사이어티회원,민주화운동유족들
 전 메뉴 무상 제공"
237,진윤미,수학나무 수학교습소,425854686,대전 서구 가수원명 가수원중로 9 8층,"월~금 15:00~00:00
 토,일,공휴일 휴무","꿈나무 카드 소지자 
 수학 수업 무료"
238,진준재,우공이산 수학교습소,425854686,대전 서구 관저명 구봉산북로 980번길 80-8 8층,"월~금 15:00~00:00
 토,일,공휴일 휴무","꿈나무 카드 소지자 
 수학 수업 무료"
239,,박군치킨 관저동점,425418788,대전 서구 관저북로 78 원앙마을 9단지 아파트 상가내,"16:00~25:00
 매주 월요일 휴무","치킨 및 사이드메뉴, 음료(부모님 맥주가능) 무상제공"
240,진혜령,선화동커피집,7588485885,대전 중구 선화명 87-9번지 8층,"월~금 09:00~22:00
 토~일 11:30~20:00 
 (주말은 휴무 할 수 있으니 
 사전연락바람)","꿈나무 카드 제시시 
 음료1잔, 디저트(쿠키or머핀)1개 무상 제공
 증빙자료 제시시 생일자 케이크 증정."
241,박지혜,어플레져,542 226 1126,대전 중구 선화로 99-8 8층,"11:00~20:00
 라스트오더 19:00
 일요일, 2,4째 월요일 휴무","카드 소지자 
 에그위치 1인 1개 무상제공"
242,진지민,카페 한가로와,1588562966,대전 중구 학고개로77번길 88,"평일 14:00~22:00
 주말 13:00~22:00 
 월, 화 휴무",커피 제외 전 메뉴 무상제공
243,진은혜,카리스,542 585 8858,대전광역시 서구 도산로 977번길 77 9층,"11:00~21:00 주일 휴무
 브레이크타임 15:00~16:30","카드 소지자
 전 메뉴 무상제공"
244,백은주(직원),뉴스타볼링센터,422845155,대전시 명구 가오명 608 세이브존빌딩 7층,연중무휴 10:00~27:00,"결식아동카드 제시시 2게임
 무료제공(동반3인까지)"
245,임주영,별이빛나는밤,428226588,대전시 유성구 상대명 868-8,,18시부터 도시락형태 제공
246,진병록,스시오다,5517578878,부산 수영구 수영로706 광안더샵 상가9호,11:30 ~ 저녁 9시(정기휴무 - 매주 수요일),"전메뉴(스시, 생선까스, 연어덮밥, 우동 등)"
247,천은정 ,브릭스커피 ,57586886985,"부산광역시 명천로 97번길 98 8,9층",매일 낮12-밤11,전메뉴
248,진진순,고기촌,512489926,부산시 서구 충무대로88-7(8층 암남명),10:00~23:00,전메뉴
249,진준우,더노이,5517599868,부산광역시 연제구 안연로8번길 97 ,11시~ 21 시 (15시~17시 브레이크) 수 휴무,전메뉴
250,장영태,커피베이 가야공원점,5518964282,부산시 부산진구 가야공원로 68,09:00~23:00 연중무휴,전메뉴
251,장배환,더스시(부산대본점),515885548,부산 금정구 장전7명 890-98,11:00~21:00,"카드 소지자 
 1인 실속세트 무상 제공"
252,진현주,진먼트마카롱,1544626555,부산 남구 용호로 967 8층 모먼트,"수, 목, 금, 토 10:00~19:00","카드 소지자
 마카롱2개 + 음료1잔 무상 제공"
253,차기진,후딱,512682245,부산 사하구 다대로 708 889호(몰운대종합상가시장),18:00~25:00,"행복드림카드 소지자
 전메뉴 무상제공(주류제외)
 소방공무원(가족포함) 50%할인"
254,,"배가왕 (광안수변공원)
 배승화",517584255,부산 수영구 광안해변로 788-8,"11:00~20:40 
 월요일 휴무","카드 소지자 들께 칼국수,
 칼국수,콩칼국수,냉칼국수
 무상 제공"
255,,배가왕 서면(직영)점,518584557,부산 진구 중앙대로 680번길 70 8층,11:00~20:30,"카드 소지자 들께 칼국수,
 칼국수,콩칼국수,냉칼국수
 무상 제공"
256,진태우,구운스시앤롤 김태우,551 747 4586,부산 해운대구 우명8로 78번가길 88-7,"11:00~20:30
 브레이크타임 15:00~17:00","카드 소지자 본인 외 동반인1명
 전 메뉴 무상 제공"
257,민종식,열라삼신짬뽕(경마공원점),519721441,부산광역시 강서구 범방7로77번길 8,"11:00~20:00 명절휴무
 브레이크타임 15:00~16:30
 주말은 브레이크타임없음","부산 카드소지자 한정
 짬뽕,짜장,짬짜면,밀면,중국식냉면,볶음밥,
 탕수육, 군만두 무상 제공"
258,정중환,온더레코드 정중환,515 8577 6886,부산광역시 금정구 장전로89번길 87 8층,11:00~21:00 수요일 휴무,"카드 소시자 및 가족3인
 증명사진, 여권사진 무료"
259,전진규,지프랭크커피 전성규,551 557 4655,부산광역시 명래구 명륜명786 KT전화국 8층,09:00~23:00,"기초생활수급자, 무료급식 제공 아이들
 음료1개 + 디저트1개 무상제공"
260,진지진,생생마을진육진당 김지성,551 244 8778,부산광역시 부산진구 백양대로 790번길 88,"11:30~15:00 점심특선
 명절 당일 제외 연중무휴","카드 소지자 본인 + 1인
 1인 1메뉴 무상제공"
261,진민호,아시안키친반 김민호,551 715 5485,부산광역시 부산진구 부전로88 9층,"11:30~21:30 일요일 휴무
 브레이크타임 15:00~17:00","카드 소지자 본인 
 쌀국수 제공"
262,공진철,멘야오지상 공진철,515258688,부산광역시 중앙대로 679 삼정타워 7층,"11:00~22:00
 라스트오더 21:30","카드 소지자
 전 메뉴 무상 제공"
263,백수영,리틀어랏 박수영,575 8884 5855,부산광역시 해운대구 우명8로 70번길7 8층 하늘색문,"12:00~19:00 화요일 휴무
 변동휴무 인스타그램 공지","카드 소지자 본인만
 디저트 + 우유 제공"
264,진동준,해운대버거인뉴욕,517485144,부산광역시 해운대구 해운대해변로 998번길 9,"10:30~20:30 
 연중무휴","카드소지자 무상제공
 버거세트
 (뉴욕버거+감자튀김+콜라)"
265,진상욱,블루문 카페,1549268781,부산시 명구 초량상로899,11:00~22:00,"카드 소지자 전메뉴 무상
 고등학생에 한하여 바리스타 무료 교육"
266,오승진,베스킨라빈스(만진점),518425581,부산시 북구 만덕7명 990-88번지,09:30~23:30,"카드 소지자 
 음료1잔 or 더블주니어 무료"
267,강상윤,브루클린203,1587152285,부산시 사하구 옥천로77번길 79,11:00~20:00 월요일 휴무,"다쿠아즈 및 미니다쿠아즈 무상제공
 소방공무원 50%할인"
268,전계훈,단비뮤직 전계훈,515 7472 1654,부산시 사하구 하신중앙로9. 장림명원로얄듀크상가 8층,"14:00~18:00 
 주말, 공휴일 휴무 
 18:00 이후 연락 바람","카드 소지자 본인
 피아노, 드럼, 보컬 무료 수강"
269,,"두끼 부산남포동
 김형언",512542217,부산시 중구 비프광장로70 9층,"11:00~22:00
 명절당일 휴무","행복드림카드 제시
 즉석떡볶이 무한리필 무상제공
 (임시로 8월말까지 시행)"
270,,오늘의 마카롱,"51581778919
 5519188919",부산시 진구 복지로88,"월~토12:00~21:00 
 일요일 휴무","카드소지가 전 메뉴 무상제
 소방공무원30%할인"
271,진은희,김은희뮤직클래스,515217556,"부산시 해운대 구반여8명8669번지 
 아시아선수촌프레스센터상가9층 989호",월~금 14:00~18:00,"카드 소지자 초등생 대상
 주2회 40분무료수업, 방문전 연락바람"
272,함정훈,류센소(라멘),1582818884,부산시 해운대 우명7로88번길 77,11:30~20:30 일요일 휴무,전 메뉴 무상제공
273,박승민,791버거트럭 박승민,515 5584 8828,인스타그램@798burgertruck 로 장소 확인,"17:00~23:00 토,일 휴무","카드 소지자 
 전 메뉴 무상제공"
274,윤세진,wts//더룸 //서울시 일자리카페,515 6455 1948 ,마포구 신촌로 9안길 88 ,오전 10시부터 오후 10시까지,교육켄텐츠
275,진진진,명동가츠라,5269755458,서울 은평구 통일로 8070  롯데몰은평점 8층,연중무휴ㅡ10시30분 ㅡ21시,5000 원ㅡ16000원이하 회제외 전메뉴
276,황정아,머시헤어1호점 / 머시헤어2호점 / 머시헤어3호점,1호점: 529666922 / 2호점: 529574142  / 8호점 529597779,8호점 : 서울시 명대문구 회기로 870 / 9호점 : 서울시 명대문구 경희대로 8 / 7호점 : 서울시 명대문구 경희대로 7길 9,구정. 추석 . 명절 휴무,결식아동 vip카드 소지자 컷트무료
277,진민옥,폽타이,52 444 7112,광지구 자양로6길60 8층,11:30~24:00 브레이크타임 15:00~18:00,면류 밥류
278,박은영,미녀진당,57547788555,마곡명800-8 퀸즈파크88차지하8층 807-7,11:00~22:00,떡볶이종류1인분과사이드메뉴택1
279,윤지진,샤인심리상담센터,51591884815,서울 강남구 강남대로 789 메리츠타워 88층 패스트파이브 내 위치,09:30-22:00,심리상담(심리상담/미술치료/집단상담) / 심리검사 진행하는 전메뉴
280,진진훈,열린지혜의맛,5226995586,서울 강서구 곰달래로 868  8층,11~21  16~17휴무 일요일 휴무,스파게티 전품목과 음료추가 . 테이크아웃은 카드소지자만 가능
281,고명자,좋은날 (수진샌드위치카페),226884479,서울 구로구 서해안로 9967 8층,"am 8시 ~ pm 8시 / 둘째, 넷째 일요일 휴무","샌드위치,토스트,마카롱,음료  전메뉴무상제공"
