1,1,1,1,1,1
1,2,2,2,1,2
1,3,3,1,1,2
1,4,1,3,2,3
1,5,4,4,3,3
1,6,4,4,3,3
1,7,5,1,1,2
1,8,4,4,3,3
1,9,4,4,3,3
1,10,4,4,3,3
1,11,4,4,3,3
1,12,4,4,3,3
1,13,4,4,3,3
1,14,4,4,3,3
1,15,4,4,3,3
1,16,4,4,3,3
1,17,4,4,3,3
2,18,5,3,2,4
2,19,6,3,2,4
2,20,1,3,2,4
2,21,1,3,2,4
2,22,7,3,2,4
2,23,7,1,2,4
2,24,7,3,1,1
2,25,7,3,2,4
2,26,7,3,2,4
2,27,7,3,2,4
2,28,3,1,1,2
2,29,7,3,2,4
2,30,7,3,1,4
2,31,3,3,1,1
2,32,8,3,2,4
2,33,5,3,1,2
2,34,4,1,1,4
2,35,5,1,2,4
2,36,9,3,2,4
2,37,5,3,1,2
2,38,7,3,2,4
2,39,4,3,2,4
2,40,7,3,2,4
2,41,4,4,3,3
2,42,4,4,3,3
2,43,4,4,3,3
2,44,4,4,3,3
2,45,4,4,3,3
2,46,4,4,3,3
2,47,4,4,3,3
2,48,4,5,1,1
2,49,4,4,3,3
2,50,4,4,3,3
2,51,4,4,3,3
2,52,4,4,3,3
2,53,7,6,1,2
2,54,4,4,3,3
2,55,4,4,3,3
2,56,4,4,3,3
2,57,4,4,3,3
2,58,4,4,3,3
2,59,4,4,3,3
2,60,4,4,3,3
2,61,4,4,3,3
2,62,4,4,3,3
2,63,4,4,3,3
2,64,4,4,3,3
2,65,4,4,3,3
2,66,4,4,3,3
2,67,4,4,3,3
2,68,4,4,3,3
2,69,4,4,3,3
2,70,4,4,3,3
2,71,4,4,3,3
2,72,4,4,3,3
2,73,4,4,3,3
2,74,4,4,3,3
2,75,4,4,3,3
2,76,4,4,3,3
2,77,4,4,3,3
2,78,4,4,3,3
2,79,4,4,3,3
2,80,4,4,3,3
2,81,4,4,3,3
2,82,4,4,3,3
2,83,4,4,3,3
2,84,4,4,3,3
2,85,4,4,3,3
2,86,4,4,3,3
2,87,4,4,3,3
2,88,4,4,3,3
2,89,4,4,3,3
